Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CCOLA.E","COCA-COLA ICECEK A","Consumer Staples","Equity","3,040,355.11","0.02","3,040,355.11","1,766,573.00","1.72","Turkey","Istanbul Stock Exchange","USD","35.56","TRY","-"
"GENM","GENTING MALAYSIA","Consumer Discretionary","Equity","3,032,669.77","0.02","3,032,669.77","6,155,500.00","0.49","Malaysia","Bursa Malaysia","USD","4.51","MYR","-"
"BDX","BUDIMEX SA","Industrials","Equity","3,026,929.76","0.02","3,026,929.76","26,946.00","112.33","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","4.13","PLN","-"
"000568","LUZHOU LAO JIAO LTD A","Consumer Staples","Equity","3,025,511.28","0.02","3,025,511.28","186,789.00","16.20","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"4004","DALLAH HEALTHCARE","Health Care","Equity","3,010,229.64","0.02","3,010,229.64","72,586.00","41.47","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"CXSE3","CAIXA SEGURIDADE PARTICIPACOES SA","Financials","Equity","2,992,061.67","0.02","2,992,061.67","1,247,574.00","2.40","Brazil","XBSP","USD","6.04","BRL","-"
"PTTGC.R","PTT GLOBAL CHEMICAL NON-VOTING DR","Materials","Equity","2,978,640.50","0.02","2,978,640.50","4,774,830.00","0.62","Thailand","Stock Exchange Of Thailand","USD","34.47","THB","-"
"1548","GENSCRIPT BIOTECH CORP","Health Care","Equity","2,975,558.68","0.02","2,975,558.68","2,464,000.00","1.21","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"AXIATA","AXIATA GROUP","Communication","Equity","2,968,093.21","0.02","2,968,093.21","5,917,800.00","0.50","Malaysia","Bursa Malaysia","USD","4.51","MYR","-"
"300033","HITHINK ROYALFLUSH INFORMATION NET","Financials","Equity","2,966,155.86","0.02","2,966,155.86","74,800.00","39.65","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"348370","ENCHEM LTD","Materials","Equity","2,952,813.39","0.02","2,952,813.39","28,891.00","102.21","Korea (South)","Korea Exchange (Kosdaq)","USD","1,457.85","KRW","-"
"002142","BANK OF NINGBO LTD A","Financials","Equity","2,949,385.47","0.02","2,949,385.47","842,979.00","3.50","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"1787","SHANDONG GOLD MINING LTD H","Materials","Equity","2,933,502.91","0.02","2,933,502.91","1,621,750.00","1.81","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"KTC.R","KRUNGTHAI CARD NON-VOTING DR PCL","Financials","Equity","2,922,596.84","0.02","2,922,596.84","1,994,600.00","1.47","Thailand","Stock Exchange Of Thailand","USD","34.47","THB","-"
"ENGI11","ENERGISA UNITS SA","Utilities","Equity","2,918,680.91","0.02","2,918,680.91","480,028.00","6.08","Brazil","XBSP","USD","6.04","BRL","-"
"177","JIANGSU EXPRESSWAY LTD H","Industrials","Equity","2,902,444.13","0.02","2,902,444.13","2,696,000.00","1.08","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"656","FOSUN INTERNATIONAL LTD","Industrials","Equity","2,881,181.79","0.02","2,881,181.79","5,352,500.00","0.54","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"TWD","TWD CASH","Cash and/or Derivatives","Cash","2,879,221.32","0.02","2,879,221.32","94,799,802.00","3.04","Taiwan","-","USD","32.93","TWD","-"
"921","HISENSE HOME APPLIANCES GROUP LTD","Consumer Discretionary","Equity","2,876,341.60","0.02","2,876,341.60","823,136.00","3.49","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","Jan 01, 1998"
"BEM.R","BANGKOK EXPRESSWAY AND METRO PCL N","Industrials","Equity","2,873,249.67","0.02","2,873,249.67","14,670,600.00","0.20","Thailand","Stock Exchange Of Thailand","USD","34.47","THB","-"
"PETDAG","PETRONAS DAGANGAN","Energy","Equity","2,869,968.93","0.02","2,869,968.93","659,800.00","4.35","Malaysia","Bursa Malaysia","USD","4.51","MYR","-"
"1066","SHANDONG WEIGAO GP MEDICAL POLYMER","Health Care","Equity","2,861,942.84","0.02","2,861,942.84","5,121,200.00","0.56","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"000063","ZTE CORP A","Information Technology","Equity","2,857,470.08","0.02","2,857,470.08","507,400.00","5.63","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601766","CRRC CORP LTD A","Industrials","Equity","2,850,267.32","0.02","2,850,267.32","2,796,200.00","1.02","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"552","CHINA COMMUNICATIONS SERVICES CORP","Industrials","Equity","2,844,956.61","0.02","2,844,956.61","5,150,000.00","0.55","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"PGSUS.E","PEGASUS HAVA TASIMACILIGI A","Industrials","Equity","2,838,660.70","0.02","2,838,660.70","452,655.00","6.27","Turkey","Istanbul Stock Exchange","USD","35.56","TRY","-"
"601658","POSTAL SAVINGS BANK OF CHINA LTD A","Financials","Equity","2,835,747.44","0.02","2,835,747.44","3,950,800.00","0.72","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"006800","DAEWOO SECURITIES","Financials","Equity","2,795,995.86","0.02","2,795,995.86","501,988.00","5.57","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"BRPT","BARITO PACIFIC","Materials","Equity","2,776,976.95","0.02","2,776,976.95","48,345,987.00","0.06","Indonesia","Indonesia Stock Exchange","USD","16,365.00","IDR","-"
"097950","CJ CHEILJEDANG CORP","Consumer Staples","Equity","2,776,062.35","0.02","2,776,062.35","16,689.00","166.34","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"371","BEIJING ENTERPRISES WATER GROUP LT","Utilities","Equity","2,769,483.36","0.02","2,769,483.36","9,096,000.00","0.30","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"005940","NH INVESTMENT & SECURITIES LTD","Financials","Equity","2,764,119.33","0.02","2,764,119.33","289,696.00","9.54","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"3360","FAR EAST HORIZON LTD","Financials","Equity","2,761,388.50","0.02","2,761,388.50","3,901,000.00","0.71","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"PGE","PGE POLSKA GRUPA ENERGETYCZNA SA","Utilities","Equity","2,733,925.32","0.02","2,733,925.32","1,819,249.00","1.50","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","4.13","PLN","-"
"TTB.R","TMBTHANACHART BANK NON-VOTING DR P","Financials","Equity","2,720,621.44","0.02","2,720,621.44","51,519,900.00","0.05","Thailand","Stock Exchange Of Thailand","USD","34.47","THB","-"
"SIME","SIME DARBY","Industrials","Equity","2,718,739.59","0.02","2,718,739.59","5,568,473.00","0.49","Malaysia","Bursa Malaysia","USD","4.51","MYR","-"
"772","CHINA LITERATURE LTD","Communication","Equity","2,712,597.07","0.02","2,712,597.07","851,400.00","3.19","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"2202","CHINA VANKE LTD H","Real Estate","Equity","2,702,961.35","0.02","2,702,961.35","4,467,031.00","0.61","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"600050","CHINA UNITED NETWORK COMMUNICATION","Communication","Equity","2,697,494.64","0.02","2,697,494.64","4,067,500.00","0.66","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"180640","HANJIN KAL","Consumer Discretionary","Equity","2,697,531.84","0.02","2,697,531.84","49,654.00","54.33","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"1138","COSCO SHIPPING ENERGY TRANSPORTATI","Energy","Equity","2,678,768.49","0.02","2,678,768.49","2,740,000.00","0.98","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"300274","SUNGROW POWER SUPPLY LTD A","Industrials","Equity","2,650,197.04","0.02","2,650,197.04","258,780.00","10.24","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"881","ZHONGSHENG GROUP HOLDINGS LTD","Consumer Discretionary","Equity","2,621,647.11","0.02","2,621,647.11","1,664,500.00","1.58","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"2350","SAUDI KAYAN PETROCHEMICAL","Materials","Equity","2,615,075.02","0.02","2,615,075.02","1,428,204.00","1.83","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"600019","BAOSHAN IRON & STEEL LTD A","Materials","Equity","2,580,877.12","0.02","2,580,877.12","2,865,673.00","0.90","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600150","CHINA CSSC HOLDINGS LTD A","Industrials","Equity","2,569,966.30","0.02","2,569,966.30","576,300.00","4.46","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
